"","Player","Game","Team","Cmp","PassAtt","PassYds","PassTD","PassInt","Sk","YdsLost","PassLng","Rate","RushAtt","RushYds","RushTD","RushLng","Tgt","Rec","RecYds","RecTD","RecLng","Fmb","FL","FirstDPass","FirstDPassPer","IAY","IAYPerPA","CAY","CAYPerCmp","CAYPerPA","PassYAC","YACPerCmp","PassDrops","DropPer","BadThrow","BadPer","Bltz","Hrry","Hits","Prss","PrssPer","Scrm","YdsPerScr","FirstDRush","RushYBC","YBCPerAtt","RushYAC","YACPerAtt","RushBrkTkl","AttPerBr","FirstDRec","RecYBC","YBCPerR","RecYAC","YACPerR","ADOT","RecBrkTkl","RecPerBr","RecDrop","DropPerRec","RecInt","Rat"
"78","Braxton Berrios","202010110nyj","NYJ","0","0","0","0","0","0","0","0","","1","13","0","13","2","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","10","10.0","3","3.0","0","","0","0","","0","","28.5","0","","0","0.0","0","39.6"
"79","Chase Edmonds","202010110nyj","ARI","0","0","0","0","0","0","0","0","","3","36","1","29","6","5","56","0","30","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","36","12.0","0","0.0","0","","2","22","4.4","34","6.8","3.7","0","","0","0.0","0","105.6"
"80","Chris Herndon","202010110nyj","NYJ","0","0","0","0","0","0","0","0","","0","0","0","0","3","2","24","0","15","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","9","4.5","15","7.5","5.7","0","","1","33.3","0","91.0"
"81","Chris Hogan","202010110nyj","NYJ","0","0","0","0","0","0","0","0","","0","0","0","0","3","3","20","0","10","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","14","4.7","6","2.0","4.7","0","","0","0.0","0","94.4"
"82","Christian Kirk","202010110nyj","ARI","0","0","0","0","0","0","0","0","","0","0","0","0","7","5","78","0","24","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","59","11.8","19","3.8","13.7","0","","0","0.0","1","68.5"
"83","Darrell Daniels","202010110nyj","ARI","0","0","0","0","0","0","0","0","","0","0","0","0","2","2","37","0","31","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","9","4.5","28","14.0","4.5","0","","0","0.0","0","118.7"
"84","DeAndre Hopkins","202010110nyj","ARI","0","0","0","0","0","0","0","0","","0","0","0","0","7","6","131","1","45","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","94","15.7","37","6.2","14.4","0","","0","0.0","0","158.3"
"85","Frank Gore","202010110nyj","NYJ","0","0","0","0","0","0","0","0","","9","30","0","11","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","11","1.2","19","2.1","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","Jamison Crowder","202010110nyj","NYJ","0","0","0","0","0","0","0","0","","0","0","0","0","10","8","116","1","52","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","54","6.8","62","7.8","7.2","2","4.0","0","0.0","0","148.3"
"87","Jeff Smith","202010110nyj","NYJ","0","0","0","0","0","1","16","0","","0","0","0","0","11","3","23","0","11","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","15","5.0","8","2.7","12.8","0","","1","9.1","0","39.6"
"88","Joe Flacco","202010110nyj","NYJ","18","33","195","1","0","2","17","52","82.3","4","20","0","9","0","0","0","0","0","0","0","8","22.9","322","9.8","100","5.6","3.0","95","5.3","2","6.5%","9","29.0%","12","11","3","16","41.0%","4","5.0","3","19","4.8","1","0.3","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","KeeSean Johnson","202010110nyj","ARI","0","0","0","0","0","0","0","0","","0","0","0","0","1","1","5","0","5","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1.0","4","4.0","1.0","0","","0","0.0","0","87.5"
"90","Kenyan Drake","202010110nyj","ARI","0","0","0","0","0","0","0","0","","18","60","1","10","1","1","2","0","2","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","46","2.6","14","0.8","2","9.0","0","3","3.0","-1","-1.0","3.0","0","","0","0.0","0","79.2"
"91","Kyler Murray","202010110nyj","ARI","27","37","380","1","1","1","11","45","103.4","9","31","1","16","0","0","0","0","0","0","0","17","44.7","336","9.1","228","8.4","6.2","152","5.6","1","2.9%","4","11.4%","10","5","0","6","15.8%","0","","4","30","3.3","1","0.1","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","Larry Fitzgerald","202010110nyj","ARI","0","0","0","0","0","0","0","0","","0","0","0","0","7","4","35","0","12","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","16","4.0","19","4.8","6.9","0","","0","0.0","0","70.5"
"93","Le'Veon Bell","202010110nyj","NYJ","0","0","0","0","0","0","0","0","","13","60","0","13","1","1","7","0","7","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","30","2.3","30","2.3","3","4.3","1","3","3.0","4","4.0","3.0","0","","0","0.0","0","95.8"
"94","Trent Sherfield","202010110nyj","ARI","0","0","0","0","0","0","0","0","","0","0","0","0","1","1","6","0","6","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","6","6.0","0","0.0","6.0","0","","0","0.0","0","91.7"
"95","Trevon Wesco","202010110nyj","NYJ","0","0","0","0","0","0","0","0","","1","0","0","0","1","1","5","0","5","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0","0.0","0","0.0","0","","","5","5.0","0","0.0","5.0","0","","0","0.0","0","87.5"
"96","Amari Cooper","202010190dal","DAL","0","0","0","0","0","0","0","0","","0","0","0","0","10","7","79","1","26","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","45","6.4","34","4.9","5.7","1","7.0","0","0.0","1","87.1"
"97","Andy Dalton","202010190dal","DAL","34","54","266","1","2","3","19","27","65.8","2","4","0","2","0","0","0","0","0","0","0","15","26.3","301","5.6","113","3.3","2.1","153","4.5","5","9.6%","7","13.5%","22","2","5","10","16.9%","2","2.0","1","4","2.0","0","0.0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","Andy Isabella","202010190dal","ARI","0","0","0","0","0","0","0","0","","0","0","0","0","2","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0","","0","","43.0","0","","0","0.0","0","39.6"
"99","Blake Bell","202010190dal","DAL","0","0","0","0","0","0","0","0","","0","0","0","0","1","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0","","0","","16.0","0","","0","0.0","0","39.6"
"100","Cedrick Wilson Jr.","202010190dal","DAL","0","0","0","0","0","0","0","0","","0","0","0","0","3","2","10","0","5","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","1.0","8","4.0","10.0","0","","0","0.0","0","71.5"
"101","CeeDee Lamb","202010190dal","DAL","0","0","0","0","0","0","0","0","","0","0","0","0","11","7","64","0","27","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","27","3.9","37","5.3","8.4","1","7.0","1","9.1","1","41.5"
"102","Chase Edmonds","202010190dal","ARI","0","0","0","0","0","0","0","0","","5","23","0","9","2","1","6","0","6","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","6","1.2","17","3.4","1","5.0","0","-3","-3.0","9","9.0","7.5","0","","0","0.0","0","56.2"
"103","Christian Kirk","202010190dal","ARI","0","0","0","0","0","0","0","0","","0","0","0","0","3","2","86","2","80","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","37","18.5","49","24.5","14.7","0","","0","0.0","0","149.3"
"104","Dalton Schultz","202010190dal","DAL","0","0","0","0","0","0","0","0","","0","0","0","0","5","4","35","0","13","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","13","3.3","22","5.5","2.6","0","","0","0.0","0","95.8"
"105","Darrell Daniels","202010190dal","ARI","0","0","0","0","0","0","0","0","","0","0","0","0","1","1","1","0","1","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","1.0","0","0.0","1.0","0","","0","0.0","0","79.2"
"106","DeAndre Hopkins","202010190dal","ARI","0","0","0","0","0","0","0","0","","0","0","0","0","8","2","73","0","60","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","17","8.5","56","28.0","7.0","0","","0","0.0","0","65.1"
"107","Ezekiel Elliott","202010190dal","DAL","0","0","0","0","0","0","0","0","","12","49","0","11","10","8","31","0","11","2","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","37","3.1","12","1.0","1","12.0","1","-2","-0.3","33","4.1","-0.4","0","","1","10.0","0","79.6"
"108","Kenyan Drake","202010190dal","ARI","0","0","0","0","0","0","0","0","","20","164","2","69","2","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","134","6.7","30","1.5","0","","0","0","","0","","0.5","0","","1","50.0","0","39.6"
"109","Kyler Murray","202010190dal","ARI","9","24","188","2","0","1","11","80","93.7","10","74","1","16","0","0","0","0","0","0","0","7","28.0","240","10.0","71","7.9","3.0","117","13.0","1","4.8%","9","42.9%","4","5","0","6","22.2%","2","8.5","6","63","6.3","11","1.1","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Larry Fitzgerald","202010190dal","ARI","0","0","0","0","0","0","0","0","","0","0","0","0","4","3","22","0","11","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","19","6.3","3","1.0","6.8","0","","0","0.0","0","87.5"
"111","Michael Gallup","202010190dal","DAL","0","0","0","0","0","0","0","0","","0","0","0","0","6","2","23","0","17","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","15","7.5","8","4.0","13.7","1","2.0","1","16.7","0","45.8"
"112","Noah Brown","202010190dal","DAL","0","0","0","0","0","0","0","0","","0","0","0","0","2","2","15","0","14","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","14","7.0","1","0.5","7.0","0","","0","0.0","0","97.9"
"113","Rico Dowdle","202010190dal","DAL","0","0","0","0","0","0","0","0","","3","13","0","7","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","8","2.7","5","1.7","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","Tony Pollard","202010190dal","DAL","0","0","0","0","0","0","0","0","","10","31","0","12","4","2","9","0","5","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","12","1.2","19","1.9","0","","0","-1","-0.5","10","5.0","0.3","0","","2","50.0","0","56.2"
"115","Andy Isabella","202010250crd","ARI","0","0","0","0","0","0","0","0","","0","0","0","0","3","1","7","0","7","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","7","7.0","0","0.0","13.7","0","","1","33.3","1","2.8"
"116","Carlos Hyde","202010250crd","SEA","0","0","0","0","0","0","0","0","","15","68","1","24","4","3","8","0","8","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","60","4.0","8","0.5","0","","0","-4","-1.3","12","4.0","1.0","0","","0","0.0","0","77.1"
"117","Chase Edmonds","202010250crd","ARI","0","0","0","0","0","0","0","0","","5","58","0","32","7","7","87","0","21","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","53","10.6","5","1.0","1","5.0","5","8","1.1","79","11.3","1.1","3","2.3","0","0.0","0","118.5"
"118","Chris Carson","202010250crd","SEA","0","0","0","0","0","0","0","0","","5","34","0","10","2","1","7","0","7","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","14","2.8","20","4.0","0","","1","0","0.0","7","7.0","0.5","0","","0","0.0","1","18.7"
"119","Christian Kirk","202010250crd","ARI","0","0","0","0","0","0","0","0","","0","0","0","0","8","5","37","2","16","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","24","4.8","13","2.6","8.6","1","5.0","0","0.0","0","113.0"
"120","D.K. Metcalf","202010250crd","SEA","0","0","0","0","0","0","0","0","","0","0","0","0","5","2","23","0","17","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","1.0","21","10.5","15.0","0","","0","0.0","1","15.0"
"121","Dan Arnold","202010250crd","ARI","0","0","0","0","0","0","0","0","","0","0","0","0","3","2","57","0","41","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","24","12.0","33","16.5","19.0","0","","0","0.0","0","109.7"
"122","Darrell Daniels","202010250crd","ARI","0","0","0","0","0","0","0","0","","0","0","0","0","1","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0","","0","","15.0","0","","1","100.0","0","39.6"
"123","David Moore","202010250crd","SEA","0","0","0","0","0","0","0","0","","1","4","0","4","3","3","54","0","18","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","2","2.0","2","2.0","0","","3","32","10.7","22","7.3","10.7","0","","0","0.0","0","118.7"
"124","DeAndre Hopkins","202010250crd","ARI","0","0","0","0","0","0","0","0","","0","0","0","0","12","10","103","1","35","1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","82","8.2","21","2.1","13.4","0","","0","0.0","0","130.2"
"125","DeeJay Dallas","202010250crd","SEA","0","0","0","0","0","0","0","0","","0","0","0","0","3","2","18","0","10","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","4","2.0","14","7.0","3.0","0","","0","0.0","0","82.6"
"126","Freddie Swain","202010250crd","SEA","0","0","0","0","0","0","0","0","","0","0","0","0","1","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0","","0","","8.0","0","","0","0.0","0","39.6"
"127","Greg Olsen","202010250crd","SEA","0","0","0","0","0","0","0","0","","0","0","0","0","3","2","18","0","13","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","14","7.0","4","2.0","12.3","0","","0","0.0","0","82.6"
"128","Jacob Hollister","202010250crd","SEA","0","0","0","0","0","0","0","0","","0","0","0","0","3","3","22","0","17","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","10","3.3","12","4.0","3.3","0","","0","0.0","0","97.2"
"129","Kenyan Drake","202010250crd","ARI","0","0","0","0","0","0","0","0","","14","34","0","9","2","1","7","0","7","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","19","1.4","15","1.1","0","","0","3","3.0","4","4.0","-0.5","0","","1","50.0","0","58.3"
"130","Kyler Murray","202010250crd","ARI","34","48","360","3","1","0","0","41","104.5","14","67","1","18","0","0","0","0","0","2","0","17","35.4","387","8.1","185","5.4","3.9","175","5.1","3","6.8%","7","15.9%","3","5","0","5","9.6%","4","8.8","5","47","3.4","20","1.4","1","14.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","Larry Fitzgerald","202010250crd","ARI","0","0","0","0","0","0","0","0","","0","0","0","0","8","8","62","0","12","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","37","4.6","25","3.1","4.6","0","","0","0.0","0","99.0"
"132","Russell Wilson","202010250crd","SEA","33","50","388","3","3","2","16","47","84.4","6","84","0","34","0","0","0","0","0","0","0","21","40.4","451","9.0","230","7.0","4.6","158","4.8","2","4.2%","9","18.8%","26","6","7","15","26.3%","5","10.0","3","81","13.5","3","0.5","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","Travis Homer","202010250crd","SEA","0","0","0","0","0","0","0","0","","3","10","0","6","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","8","2.7","2","0.7","1","3.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","Tyler Lockett","202010250crd","SEA","0","0","0","0","0","0","0","0","","0","0","0","0","20","15","200","3","47","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","163","10.9","37","2.5","11.7","1","15.0","2","10.0","1","125.0"
"135","Will Dissly","202010250crd","SEA","0","0","0","0","0","0","0","0","","0","0","0","0","4","2","38","0","28","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","9","4.5","29","14.5","5.8","0","","0","0.0","0","83.3"
"136","Adam Shaheen","202011080crd","MIA","0","0","0","0","0","0","0","0","","0","0","0","0","1","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0","","0","","2.0","0","","0","0.0","0","39.6"
"137","Andy Isabella","202011080crd","ARI","0","0","0","0","0","0","0","0","","0","0","0","0","3","2","10","0","6","1","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","12","6.0","-2","-1.0","8.7","0","","0","0.0","0","71.5"
"138","Chase Edmonds","202011080crd","ARI","0","0","0","0","0","0","0","0","","25","70","0","6","3","3","18","0","10","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","31","1.2","39","1.6","0","","1","0","0.0","18","6.0","0.0","1","3.0","0","0.0","0","91.7"
"139","Christian Kirk","202011080crd","ARI","0","0","0","0","0","0","0","0","","0","0","0","0","8","5","123","1","56","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","108","21.6","15","3.0","13.0","0","","0","0.0","0","145.8"
"140","D.J. Foster","202011080crd","ARI","0","0","0","0","0","0","0","0","","1","2","0","2","1","1","7","0","7","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.0","2","2.0","0","","1","4","4.0","3","3.0","4.0","0","","0","0.0","0","95.8"
"141","Dan Arnold","202011080crd","ARI","0","0","0","0","0","0","0","0","","0","0","0","0","1","1","16","0","16","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","15","15.0","1","1.0","15.0","0","","0","0.0","0","118.7"
"142","Darrell Daniels","202011080crd","ARI","0","0","0","0","0","0","0","0","","0","0","0","0","1","1","21","1","21","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","21","21.0","0","0.0","21.0","0","","0","0.0","0","158.3"
"143","DeAndre Hopkins","202011080crd","ARI","0","0","0","0","0","0","0","0","","0","0","0","0","3","3","30","0","17","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","25","8.3","5","1.7","8.3","0","","0","0.0","0","108.3"
"144","DeVante Parker","202011080crd","MIA","0","0","0","0","0","0","0","0","","0","0","0","0","7","6","64","0","17","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","53","8.8","11","1.8","10.6","1","6.0","0","0.0","0","104.8"
"145","Durham Smythe","202011080crd","MIA","0","0","0","0","0","0","0","0","","0","0","0","0","1","1","19","0","19","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","5","5.0","14","14.0","5.0","0","","0","0.0","0","118.7"
"146","Jakeem Grant","202011080crd","MIA","0","0","0","0","0","0","0","0","","0","0","0","0","5","4","35","0","16","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","25","6.3","10","2.5","4.0","0","","0","0.0","0","95.8"
"147","Jordan Howard","202011080crd","MIA","0","0","0","0","0","0","0","0","","10","19","1","8","0","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","8","0.8","11","1.1","1","10.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","Kyler Murray","202011080crd","ARI","21","26","283","3","0","1","19","56","150.5","11","106","1","28","0","0","0","0","0","1","1","17","63.0","250","9.6","231","11.0","8.9","52","2.5","0","0.0%","2","8.0%","15","3","4","8","25.0%","5","6.6","6","72","6.5","34","3.1","2","5.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","Larry Fitzgerald","202011080crd","ARI","0","0","0","0","0","0","0","0","","0","0","0","0","5","4","54","0","17","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","46","11.5","8","2.0","11.0","0","","0","0.0","0","111.7"
"150","Mack Hollins","202011080crd","MIA","0","0","0","0","0","0","0","0","","0","0","0","0","1","1","11","1","11","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","11","11.0","0","0.0","11.0","0","","0","0.0","0","152.1"
"151","Malcolm Perry","202011080crd","MIA","0","0","0","0","0","0","0","0","","0","0","0","0","1","0","0","0","0","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0","","0","","5.0","0","","0","0.0","0","39.6"
"152","Maxx Williams","202011080crd","ARI","0","0","0","0","0","0","0","0","","0","0","0","0","1","1","4","1","4","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0.0","4","4.0","0.0","0","","0","0.0","0","122.9"
"153","Mike Gesicki","202011080crd","MIA","0","0","0","0","0","0","0","0","","0","0","0","0","4","3","42","0","19","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","37","12.3","5","1.7","9.8","0","","0","0.0","0","108.3"
"154","Patrick Laird","202011080crd","MIA","0","0","0","0","0","0","0","0","","1","-1","0","-1","1","1","17","0","17","0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","-1","-1.0","0","0.0","0","","1","-1","-1.0","18","18.0","-1.0","0","","0","0.0","0","118.7"
