"","Player","Game","Team","Cmp","PassAtt","PassYds","PassTD","PassInt","Sk","YdsLost","PassLng","Rate","RushAtt","RushYds","RushTD","RushLng","Tgt","Rec","RecYds","RecTD","RecLng","Fmb","FL","FirstDPass","FirstDPassPer","IAY","IAYPerPA","CAY","CAYPerCmp","CAYPerPA","PassYAC","YACPerCmp","PassDrops","DropPer","BadThrow","BadPer","Bltz","Hrry","Hits","Prss","PrssPer","Scrm","YdsPerScr","FirstDRush","RushYBC","YBCPerAtt","RushYAC","YACPerAtt","RushBrkTkl","AttPerBr","FirstDRec","RecYBC","YBCPerR","RecYAC","YACPerR","ADOT","RecBrkTkl","RecPerBr","RecDrop","DropPerRec","RecInt","Rat","fanPts"
"507","Devonta Freeman","202110110rav","BAL","0","0",0,0,0,"0","0","0","","1",1,0,"1","4",3,34,0,"15","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0.0","1","1.0","0","","2","2","0.7","32","10.7","5.5","1","3.0","0","0.0","0","100.0",6.5
"508","Jack Doyle","202110110rav","IND","0","0",0,0,0,"0","0","0","","0",0,0,"0","1",1,4,0,"4","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","4","4.0","0","0.0","4.0","0","","0","0.0","0","83.3",1.4
"509","James Proche","202110110rav","BAL","0","0",0,0,0,"0","0","0","","0",0,0,"0","2",2,15,0,"11","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","12","6.0","3","1.5","6.0","0","","0","0.0","0","97.9",3.5
"510","Jonathan Taylor","202110110rav","IND","0","0",0,0,0,"0","0","0","","15",53,1,"19","4",3,116,1,"76","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","20","1.3","33","2.2","0","","3","1","0.3","115","38.3","0.0","1","3.0","1","25.0","0","156.2",31.9
"511","Josh Oliver","202110110rav","BAL","0","0",0,0,0,"0","0","0","","0",0,0,"0","2",2,13,0,"7","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","4","2.0","9","4.5","2.0","0","","0","0.0","0","93.7",3.3
"512","Kylen Granson","202110110rav","IND","0","0",0,0,0,"0","0","0","","0",0,0,"0","2",2,19,0,"15","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","9","4.5","10","5.0","4.5","0","","0","0.0","0","106.2",3.9
"513","Lamar Jackson","202110110rav","BAL","37","43",442,4,0,"2","5","43","140.5","14",62,0,"13","0",0,0,0,"0","1",1,"22","48.9","308","7.2","267","7.2","6.2","175","4.7","2",4.7,"3",7,"7","0","2","4",7.8,"6","7.3","5","21","1.5","41","2.9","2","7.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.88
"514","Latavius Murray","202110110rav","BAL","0","0",0,0,0,"0","0","0","","6",17,0,"6","3",2,13,0,"7","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","9","1.5","8","1.3","0","","0","1","0.5","12","6.0","0.7","0","","1","33.3","0","75.7",5
"515","Mark Andrews","202110110rav","BAL","0","0",0,0,0,"0","0","0","","0",0,0,"0","13",11,147,2,"28","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","98","8.9","49","4.5","8.3","1","11.0","1","7.7","0","153.4",37.7
"516","Marlon Mack","202110110rav","IND","0","0",0,0,0,"0","0","0","","5",47,0,"22","2",1,7,0,"7","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","31","6.2","16","3.2","0","","0","4","4.0","3","3.0","0.5","0","","0","0.0","0","58.3",6.4
"517","Marquise Brown","202110110rav","BAL","0","0",0,0,0,"0","0","0","","0",0,0,"0","10",9,125,2,"43","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","95","10.6","30","3.3","10.0","1","9.0","0","0.0","0","158.3",33.5
"518","Michael Pittman Jr.","202110110rav","IND","0","0",0,0,0,"0","0","0","","0",0,0,"0","7",6,89,1,"42","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","40","6.7","49","8.2","6.3","0","","0","0.0","0","158.3",20.9
"519","Mo Alie-Cox","202110110rav","IND","0","0",0,0,0,"0","0","0","","0",0,0,"0","4",3,50,0,"24","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","38","12.7","12","4.0","11.0","0","","0","0.0","0","116.7",8
"520","Nyheim Hines","202110110rav","IND","0","0",0,0,0,"0","0","0","","4",18,0,"11","1",0,0,0,"0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","5","1.3","13","3.3","2","2.0","0","0","","0","","-1.0","0","","0","0.0","0","39.6",1.8
"521","Parris Campbell","202110110rav","IND","0","0",0,0,0,"0","0","0","","0",0,0,"0","6",4,56,0,"23","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","51","12.8","5","1.3","10.3","0","","0","0.0","0","96.5",9.6
"522","Sammy Watkins","202110110rav","BAL","0","0",0,0,0,"0","0","0","","0",0,0,"0","3",2,35,0,"28","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","24","12.0","11","5.5","9.7","0","","0","0.0","0","106.2",5.5
"523","Ty'Son Williams","202110110rav","BAL","0","0",0,0,0,"0","0","0","","4",6,0,"5","2",2,15,0,"8","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","3","0.8","3","0.8","0","","1","5","2.5","10","5.0","2.5","0","","0","0.0","0","97.9",4.1
"524","Zach Pascal","202110110rav","IND","0","0",0,0,0,"0","0","0","","0",0,0,"0","5",3,48,0,"31","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","20","6.7","28","9.3","5.4","0","","0","0.0","0","92.1",7.8
"525","Austin Ekeler","202110170rav","LAC","0","0",0,0,0,"0","0","0","","6",7,0,"5","7",4,48,0,"18","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","2","0.3","5","0.8","0","","3","-6","-1.5","54","13.5","-0.7","0","","0","0.0","0","78.3",9.5
"526","Devin Duvernay","202110170rav","BAL","0","0",0,0,0,"0","0","0","","1",11,0,"11","3",2,15,0,"8","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","7","7.0","4","4.0","0","","1","1","0.5","14","7.0","1.3","0","","0","0.0","0","78.5",4.6
"527","Devonta Freeman","202110170rav","BAL","0","0",0,0,0,"0","0","0","","9",53,1,"16","2",0,0,0,"0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","31","3.4","22","2.4","0","","0","0","","0","","-1.5","0","","0","0.0","0","39.6",11.3
"528","Donald Parham","202110170rav","LAC","0","0",0,0,0,"0","0","0","","0",0,0,"0","2",2,10,0,"5","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","3","1.5","7","3.5","1.5","0","","0","0.0","0","87.5",3
"529","Gabe Nabers","202110170rav","LAC","0","0",0,0,0,"0","0","0","","0",0,0,"0","1",1,6,0,"6","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","5","5.0","1","1.0","5.0","0","","0","0.0","0","91.7",1.6
"530","Jalen Guyton","202110170rav","LAC","0","0",0,0,0,"0","0","0","","0",0,0,"0","5",1,15,0,"15","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","11","11.0","4","4.0","12.8","0","","1","20.0","0","39.6",2.5
"531","James Proche","202110170rav","BAL","0","0",0,0,0,"0","0","0","","0",0,0,"0","1",0,0,0,"0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0","","0","","21.0","0","","0","0.0","0","39.6",0
"532","Jared Cook","202110170rav","LAC","0","0",0,0,0,"0","0","0","","0",0,0,"0","7",4,25,1,"11","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","18","4.5","7","1.8","7.7","0","","1","14.3","1","64.6",12.5
"533","Josh Oliver","202110170rav","BAL","0","0",0,0,0,"0","0","0","","0",0,0,"0","1",1,2,0,"2","1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","1","1.0","1","1.0","1.0","0","","0","0.0","0","79.2",1.2
"534","Josh Palmer","202110170rav","LAC","0","0",0,0,0,"0","0","0","","0",0,0,"0","4",1,8,0,"8","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","8","8.0","0","0.0","7.3","0","","0","0.0","0","39.6",1.8
"535","Joshua Kelley","202110170rav","LAC","0","0",0,0,0,"0","0","0","","4",7,0,"4","0",0,0,0,"0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","0.3","6","1.5","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7
"536","Justin Herbert","202110170rav","LAC","22","39",195,1,1,"2","13","26","67.8","2",12,0,"10","0",0,0,0,"0","0",0,"11","26.8","254","6.5","85","3.9","2.2","110","5.0","2",5.1,"8",20.5,"11","2","2","6",14.3,"1","10.0","2","1","0.5","11","5.5","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
"537","Justin Jackson","202110170rav","LAC","0","0",0,0,0,"0","0","0","","0",0,0,"0","1",1,7,0,"7","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","3","3.0","4","4.0","3.0","0","","0","0.0","0","95.8",1.7
"538","Keenan Allen","202110170rav","LAC","0","0",0,0,0,"0","0","0","","0",0,0,"0","5",5,50,0,"21","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","26","5.2","24","4.8","5.2","0","","0","0.0","0","108.3",10
"539","Lamar Jackson","202110170rav","BAL","19","27",167,1,2,"3","27","21","68.0","8",51,0,"22","0",0,0,0,"0","0",0,"12","40.0","179","6.6","96","5.1","3.6","71","3.7","2",7.4,"6",22.2,"17","2","5","10",30.3,"3","9.3","4","25","3.1","26","3.3","2","4.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.78
"540","Latavius Murray","202110170rav","BAL","0","0",0,0,0,"0","0","0","","9",44,1,"14","2",2,12,0,"8","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","29","3.2","15","1.7","2","4.5","0","-5","-2.5","17","8.5","-2.5","0","","0","0.0","0","91.7",13.6
"541","Le'Veon Bell","202110170rav","BAL","0","0",0,0,0,"0","0","0","","8",18,1,"7","0",0,0,0,"0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","13","1.6","5","0.6","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8
"542","Mark Andrews","202110170rav","BAL","0","0",0,0,0,"0","0","0","","0",0,0,"0","6",5,68,1,"21","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","52","10.4","16","3.2","12.2","0","","0","0.0","0","153.5",17.8
"543","Marquise Brown","202110170rav","BAL","0","0",0,0,0,"0","0","0","","0",0,0,"0","5",4,35,0,"20","1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","21","5.3","14","3.5","8.4","1","4.0","1","20.0","0","95.8",7.5
"544","Mike Williams","202110170rav","LAC","0","0",0,0,0,"0","0","0","","0",0,0,"0","5",2,27,0,"26","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","20","10.0","7","3.5","15.6","0","","0","0.0","0","57.9",4.7
"545","Miles Boykin","202110170rav","BAL","0","0",0,0,0,"0","0","0","","0",0,0,"0","1",1,6,0,"6","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","6","6.0","0","0.0","6.0","0","","0","0.0","0","91.7",1.6
"546","Rashod Bateman","202110170rav","BAL","0","0",0,0,0,"0","0","0","","0",0,0,"0","6",4,29,0,"11","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","20","5.0","9","2.3","6.7","0","","1","16.7","2","38.2",6.9
"547","Stephen Anderson","202110170rav","LAC","0","0",0,0,0,"0","0","0","","0",0,0,"0","2",1,-1,0,"-1","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","-3","-3.0","2","2.0","-1.5","0","","0","0.0","0","56.2",0.9
"548","Tyler Huntley","202110170rav","BAL","0","0",0,0,0,"0","0","0","","3",10,0,"12","0",0,0,0,"0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","7","2.3","3","1.0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"549","C.J. Uzomah","202110240rav","CIN","0","0",0,0,0,"0","0","0","","0",0,0,"0","3",3,91,2,"55","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","50","16.7","41","13.7","16.7","0","","0","0.0","0","158.3",24.1
"550","Devin Duvernay","202110240rav","BAL","0","0",0,0,0,"0","0","0","","1",-2,0,"-2","1",1,11,0,"11","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","-2","-2.0","0","0.0","0","","1","11","11.0","0","0.0","11.0","0","","0","0.0","0","112.5",1.9
"551","Devonta Freeman","202110240rav","BAL","0","0",0,0,0,"0","0","0","","4",14,1,"10","3",3,25,0,"12","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","5","1.3","9","2.3","0","","1","7","2.3","18","6.0","2.3","0","","0","0.0","0","101.4",12.9
"552","Ja'Marr Chase","202110240rav","CIN","0","0",0,0,0,"0","0","0","","0",0,0,"0","10",8,201,1,"82","1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","86","10.8","115","14.4","11.7","1","8.0","0","0.0","1","112.5",34.1
"553","James Proche","202110240rav","BAL","0","0",0,0,0,"0","0","0","","0",0,0,"0","1",0,0,0,"0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0","","0","","4.0","0","","0","0.0","0","39.6",0
"554","Joe Burrow","202110240rav","CIN","23","38",416,3,1,"1","7","82","113.5","1",0,0,"0","0",0,0,0,"0","0",0,"15","38.5","394","10.4","217","9.4","5.7","199","8.7","0",0,"7",19.4,"14","5","5","11",28.2,"0","","0","0","0.0","0","0.0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.64
"555","Joe Mixon","202110240rav","CIN","0","0",0,0,0,"0","0","0","","12",59,1,"21","0",0,0,0,"0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","39","3.3","20","1.7","1","12.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9
"556","Josh Oliver","202110240rav","BAL","0","0",0,0,0,"0","0","0","","0",0,0,"0","5",2,29,0,"19","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","21","10.5","8","4.0","15.8","0","","0","0.0","0","59.6",4.9
"557","Lamar Jackson","202110240rav","BAL","15","31",257,1,0,"5","18","39","87.7","12",88,0,"16","0",0,0,0,"0","0",0,"9","25.0","447","14.4","178","11.9","5.7","79","5.3","0",0,"13",43.3,"10","8","0","13",31,"6","7.0","5","63","5.3","25","2.1","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.08
"558","Le'Veon Bell","202110240rav","BAL","0","0",0,0,0,"0","0","0","","5",5,0,"7","2",1,-1,0,"-1","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","0.2","4","0.8","0","","0","-1","-1.0","0","0.0","1.0","0","","1","50.0","0","56.2",1.4
"559","Mark Andrews","202110240rav","BAL","0","0",0,0,0,"0","0","0","","0",0,0,"0","7",3,48,0,"24","1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","36","12.0","12","4.0","11.7","0","","0","0.0","0","66.4",7.8
"560","Marquise Brown","202110240rav","BAL","0","0",0,0,0,"0","0","0","","0",0,0,"0","14",5,80,1,"39","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","73","14.6","7","1.4","22.9","0","","0","0.0","0","79.5",19
"561","Rashod Bateman","202110240rav","BAL","0","0",0,0,0,"0","0","0","","0",0,0,"0","6",3,80,0,"35","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","45","15.0","35","11.7","11.5","0","","0","0.0","0","95.8",11
"562","Samaje Perine","202110240rav","CIN","0","0",0,0,0,"0","0","0","","11",52,1,"46","1",1,23,0,"23","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","11","1.0","41","3.7","0","","1","4","4.0","19","19.0","4.0","0","","0","0.0","0","118.7",14.5
"563","Tee Higgins","202110240rav","CIN","0","0",0,0,0,"0","0","0","","0",0,0,"0","15",7,62,0,"11","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","55","7.9","7","1.0","11.9","0","","0","0.0","0","58.2",13.2
"564","Ty'Son Williams","202110240rav","BAL","0","0",0,0,0,"0","0","0","","2",10,0,"6","2",2,24,0,"13","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","5","2.5","5","2.5","0","","1","7","3.5","17","8.5","3.5","0","","0","0.0","0","116.7",5.4
"565","Tyler Boyd","202110240rav","CIN","0","0",0,0,0,"0","0","0","","0",0,0,"0","7",4,39,0,"25","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","22","5.5","17","4.3","6.3","0","","0","0.0","0","72.9",7.9
"566","Tyler Huntley","202110240rav","BAL","5","11",39,0,0,"0","0","12","54.7","0",0,0,"0","0",0,0,0,"0","0",0,"3","27.3","142","12.9","21","4.2","1.9","18","3.6","1",9.1,"3",27.3,"0","3","0","3",27.3,"0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.56
"567","Adam Thielen","202111070rav","MIN","0","0",0,0,0,"0","0","0","","0",0,0,"0","7",2,6,1,"5","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","4","2.0","2","1.0","10.4","0","","0","0.0","0","79.2",8.6
"568","Alexander Mattison","202111070rav","MIN","0","0",0,0,0,"0","0","0","","4",0,0,"2","1",1,3,0,"3","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","-2","-0.5","2","0.5","0","","","2","2.0","1","1.0","2.0","0","","0","0.0","0","79.2",1.3
"569","C.J. Ham","202111070rav","MIN","0","0",0,0,0,"0","0","0","","0",0,0,"0","1",1,27,0,"27","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","25","25.0","2","2.0","25.0","0","","0","0.0","0","118.7",3.7
"570","Dalvin Cook","202111070rav","MIN","0","0",0,0,0,"0","0","0","","17",110,0,"66","3",3,12,0,"6","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","76","4.5","34","2.0","0","","0","-2","-0.7","14","4.7","-0.7","0","","0","0.0","0","83.3",15.2
"571","Dede Westbrook","202111070rav","MIN","0","0",0,0,0,"0","0","0","","0",0,0,"0","1",0,0,0,"0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0","","0","","4.0","0","","0","0.0","0","39.6",0
"572","Devin Duvernay","202111070rav","BAL","0","0",0,0,0,"0","0","0","","0",0,0,"0","2",2,8,1,"5","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","1","0.5","7","3.5","0.5","0","","0","0.0","0","122.9",8.8
"573","Devonta Freeman","202111070rav","BAL","0","0",0,0,0,"0","0","0","","13",79,0,"19","3",2,4,1,"5","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","36","2.8","43","3.3","0","","1","-4","-2.0","8","4.0","0.7","0","","0","0.0","0","109.7",16.3
"574","Eric Tomlinson","202111070rav","BAL","0","0",0,0,0,"0","0","0","","0",0,0,"0","1",1,7,0,"7","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","3","3.0","4","4.0","3.0","0","","0","0.0","0","95.8",1.7
"575","Justin Jefferson","202111070rav","MIN","0","0",0,0,0,"0","0","0","","1",11,0,"11","5",3,69,1,"50","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","4","4.0","7","7.0","0","","3","55","18.3","14","4.7","15.8","0","","0","0.0","0","143.7",17
"576","K.J. Osborn","202111070rav","MIN","0","0",0,0,0,"0","0","0","","0",0,0,"0","2",1,20,0,"20","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","14","14.0","6","6.0","8.5","0","","0","0.0","0","85.4",3
"577","Kene Nwangwu","202111070rav","MIN","0","0",0,0,0,"0","0","0","","1",9,0,"9","0",0,0,0,"0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0.0","9","9.0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9
"578","Kirk Cousins","202111070rav","MIN","17","28",187,2,0,"0","0","50","104.3","1",1,1,"1","0",0,0,0,"0","0",0,"6","21.4","228","8.1","117","6.9","4.2","70","4.1","0",0,"6",21.4,"9","4","6","10",35.7,"0","","1","1","1.0","0","0.0","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.58
"579","Lamar Jackson","202111070rav","BAL","27","41",266,3,2,"3","13","22","88.1","21",120,0,"12","0",0,0,0,"0","0",0,"15","34.1","323","7.9","125","4.6","3.0","141","5.2","0",0,"10",24.4,"13","3","4","10",17.9,"12","6.1","7","81","3.9","39","1.9","0","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.64
"580","Le'Veon Bell","202111070rav","BAL","0","0",0,0,0,"0","0","0","","11",48,1,"12","0",0,0,0,"0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","22","2.0","26","2.4","2","5.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8
"581","Luke Stocker","202111070rav","MIN","0","0",0,0,0,"0","0","0","","0",0,0,"0","1",1,5,0,"5","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","5","5.0","0","0.0","5.0","0","","0","0.0","0","87.5",1.5
